normalized_name,metabolite_name,hmdb_id,pubchem_cid,chebi_id,kegg_id,plasma_benchmark,nist_srm1950,hmdb_biofluid,serum_evidence,endogenous_hint,lipid_class,ghosh_2024_plasma,ghosh_2024_all5_cohorts,ghosh_2024_core_50pct,serum_metabolome,srm1950_db,source_count,evidence_tier
cl(a-13:0/i-16:0/a-13:0/i-16:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-16:0)[rac],HMDB0078768,131785514,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-17:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-17:0)[rac],HMDB0078772,131785518,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-18:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-18:0)[rac],HMDB0078781,131785527,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-19:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-19:0)[rac],HMDB0078788,131785533,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-20:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-20:0)[rac],HMDB0078792,131785536,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-21:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-21:0)[rac],HMDB0078796,131785539,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-22:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-22:0)[rac],HMDB0078804,131785545,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-13:0/i-24:0)[rac],CL(a-13:0/i-16:0/a-13:0/i-24:0)[rac],HMDB0078808,131785548,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(a-13:0/i-16:0/a-15:0/18:2(9z,11z))[rac]","CL(a-13:0/i-16:0/a-15:0/18:2(9Z,11Z))[rac]",HMDB0078892,131785630,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/a-13:0)[rac],CL(a-13:0/i-16:0/a-15:0/a-13:0)[rac],HMDB0078860,131785598,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/a-15:0)[rac],CL(a-13:0/i-16:0/a-15:0/a-15:0)[rac],HMDB0078872,131785610,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/a-17:0)[rac],CL(a-13:0/i-16:0/a-15:0/a-17:0)[rac],HMDB0078884,131785622,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/a-21:0)[rac],CL(a-13:0/i-16:0/a-15:0/a-21:0)[rac],HMDB0078908,131785646,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/a-25:0)[rac],CL(a-13:0/i-16:0/a-15:0/a-25:0)[rac],HMDB0078920,131785658,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-12:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-12:0)[rac],HMDB0078852,131785590,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-13:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-13:0)[rac],HMDB0078856,131785594,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-14:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-14:0)[rac],HMDB0078864,131785602,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-15:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-15:0)[rac],HMDB0078868,131785606,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-16:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-16:0)[rac],HMDB0078876,131785614,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-17:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-17:0)[rac],HMDB0078880,131785618,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-18:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-18:0)[rac],HMDB0078889,131785627,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-19:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-19:0)[rac],HMDB0078896,131785634,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-20:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-20:0)[rac],HMDB0078900,131785638,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-21:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-21:0)[rac],HMDB0078904,131785642,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-22:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-22:0)[rac],HMDB0078912,131785650,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-15:0/i-24:0)[rac],CL(a-13:0/i-16:0/a-15:0/i-24:0)[rac],HMDB0078916,131785654,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(a-13:0/i-16:0/a-17:0/18:2(9z,11z))[rac]","CL(a-13:0/i-16:0/a-17:0/18:2(9Z,11Z))[rac]",HMDB0078999,131785737,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/a-13:0)[rac],CL(a-13:0/i-16:0/a-17:0/a-13:0)[rac],HMDB0078968,131785706,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/a-15:0)[rac],CL(a-13:0/i-16:0/a-17:0/a-15:0)[rac],HMDB0078980,131785718,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/a-21:0)[rac],CL(a-13:0/i-16:0/a-17:0/a-21:0)[rac],HMDB0079015,131785753,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/a-25:0)[rac],CL(a-13:0/i-16:0/a-17:0/a-25:0)[rac],HMDB0079027,131785765,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-12:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-12:0)[rac],HMDB0078960,131785698,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-13:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-13:0)[rac],HMDB0078964,131785702,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-14:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-14:0)[rac],HMDB0078972,131785710,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-15:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-15:0)[rac],HMDB0078976,131785714,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-16:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-16:0)[rac],HMDB0078984,131785722,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-17:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-17:0)[rac],HMDB0078988,131785726,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-18:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-18:0)[rac],HMDB0078996,131785734,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-19:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-19:0)[rac],HMDB0079003,131785741,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-20:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-20:0)[rac],HMDB0079007,131785745,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-21:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-21:0)[rac],HMDB0079011,131785749,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-22:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-22:0)[rac],HMDB0079019,131785757,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-17:0/i-24:0)[rac],CL(a-13:0/i-16:0/a-17:0/i-24:0)[rac],HMDB0079023,131785761,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(a-13:0/i-16:0/a-21:0/18:2(9z,11z))[rac]","CL(a-13:0/i-16:0/a-21:0/18:2(9Z,11Z))[rac]",HMDB0079214,131785952,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/a-13:0)[rac],CL(a-13:0/i-16:0/a-21:0/a-13:0)[rac],HMDB0079182,131785920,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/a-15:0)[rac],CL(a-13:0/i-16:0/a-21:0/a-15:0)[rac],HMDB0079194,131785932,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/a-17:0)[rac],CL(a-13:0/i-16:0/a-21:0/a-17:0)[rac],HMDB0079206,131785944,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/a-21:0)[rac],CL(a-13:0/i-16:0/a-21:0/a-21:0)[rac],HMDB0079230,131785968,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/a-25:0)[rac],CL(a-13:0/i-16:0/a-21:0/a-25:0)[rac],HMDB0079242,131785980,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-12:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-12:0)[rac],HMDB0079174,131785912,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-13:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-13:0)[rac],HMDB0079178,131785916,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-14:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-14:0)[rac],HMDB0079186,131785924,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-15:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-15:0)[rac],HMDB0079190,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-16:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-16:0)[rac],HMDB0079198,131785936,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-17:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-17:0)[rac],HMDB0079202,131785940,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-18:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-18:0)[rac],HMDB0079211,131785949,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-19:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-19:0)[rac],HMDB0079218,131785956,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-20:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-20:0)[rac],HMDB0079222,131785960,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-21:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-21:0)[rac],HMDB0079226,131785964,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-22:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-22:0)[rac],HMDB0079234,131785972,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-21:0/i-24:0)[rac],CL(a-13:0/i-16:0/a-21:0/i-24:0)[rac],HMDB0079238,131785976,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(a-13:0/i-16:0/a-25:0/18:2(9z,11z))[rac]","CL(a-13:0/i-16:0/a-25:0/18:2(9Z,11Z))[rac]",HMDB0079337,131786075,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/a-13:0)[rac],CL(a-13:0/i-16:0/a-25:0/a-13:0)[rac],HMDB0079322,131786060,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/a-15:0)[rac],CL(a-13:0/i-16:0/a-25:0/a-15:0)[rac],HMDB0079328,131786066,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/a-17:0)[rac],CL(a-13:0/i-16:0/a-25:0/a-17:0)[rac],HMDB0079334,131786072,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/a-21:0)[rac],CL(a-13:0/i-16:0/a-25:0/a-21:0)[rac],HMDB0079346,131786084,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/a-25:0)[rac],CL(a-13:0/i-16:0/a-25:0/a-25:0)[rac],HMDB0079352,131786090,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-12:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-12:0)[rac],HMDB0079317,131786055,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-13:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-13:0)[rac],HMDB0079319,131786057,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-14:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-14:0)[rac],HMDB0079323,131786061,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-15:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-15:0)[rac],HMDB0079325,131786063,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-16:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-16:0)[rac],HMDB0079329,131786067,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-17:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-17:0)[rac],HMDB0079331,131786069,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-18:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-18:0)[rac],HMDB0079335,131786073,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-19:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-19:0)[rac],HMDB0079339,131786077,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-20:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-20:0)[rac],HMDB0079341,131786079,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-21:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-21:0)[rac],HMDB0079343,131786081,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-22:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-22:0)[rac],HMDB0079347,131786085,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/a-25:0/i-24:0)[rac],CL(a-13:0/i-16:0/a-25:0/i-24:0)[rac],HMDB0079349,131786087,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(a-13:0/i-16:0/i-12:0/18:2(9z,11z))[rac]","CL(a-13:0/i-16:0/i-12:0/18:2(9Z,11Z))[rac]",HMDB0078728,131785474,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/a-13:0)[rac],CL(a-13:0/i-16:0/i-12:0/a-13:0)[rac],HMDB0078713,131785459,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/a-15:0)[rac],CL(a-13:0/i-16:0/i-12:0/a-15:0)[rac],HMDB0078719,131785465,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/a-17:0)[rac],CL(a-13:0/i-16:0/i-12:0/a-17:0)[rac],HMDB0078725,131785471,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/a-21:0)[rac],CL(a-13:0/i-16:0/i-12:0/a-21:0)[rac],HMDB0078737,131785483,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/a-25:0)[rac],CL(a-13:0/i-16:0/i-12:0/a-25:0)[rac],HMDB0078743,131785489,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-12:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-12:0)[rac],HMDB0078709,131785455,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-13:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-13:0)[rac],HMDB0078711,131785457,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-14:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-14:0)[rac],HMDB0078715,131785461,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-15:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-15:0)[rac],HMDB0078717,131785463,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-16:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-16:0)[rac],HMDB0078721,131785467,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-17:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-17:0)[rac],HMDB0078723,131785469,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-18:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-18:0)[rac],HMDB0078729,131785475,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-19:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-19:0)[rac],HMDB0078731,131785477,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-20:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-20:0)[rac],HMDB0078733,131785479,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(a-13:0/i-16:0/i-12:0/i-21:0)[rac],CL(a-13:0/i-16:0/i-12:0/i-21:0)[rac],HMDB0078735,131785481,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
